SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,TaskType,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating
SESSION00464,Undergraduate,History,2024-10-11,13.14,4,Writing,5,Assignment Completed,0,4.8
SESSION00466,Undergraduate,Math,2025-05-04,36.05,8,Writing,3,Assignment Completed,1,3.3
SESSION00467,Undergraduate,History,2024-09-26,0.94,1,Coding,3,Assignment Completed,1,4.5
SESSION00468,Undergraduate,History,2025-04-14,17.44,4,Studying,3,Gave Up,1,2.5
SESSION00471,Undergraduate,Psychology,2025-01-25,11.23,3,Coding,2,Assignment Completed,1,1.4
SESSION00472,Undergraduate,Business,2025-05-22,17.09,3,Research,3,Confused,1,4.2
SESSION00473,Undergraduate,Business,2025-02-17,24.63,4,Coding,4,Idea Drafted,0,5.0
SESSION00474,Undergraduate,Computer Science,2025-02-02,4.78,1,Research,3,Assignment Completed,1,3.3
SESSION00476,Undergraduate,Business,2025-06-18,8.41,2,Brainstorming,3,Idea Drafted,1,2.3
SESSION00478,Undergraduate,Engineering,2025-06-17,3.51,1,Writing,3,Assignment Completed,0,3.9
SESSION00479,Undergraduate,Math,2024-09-03,13.31,3,Studying,2,Idea Drafted,1,1.0
SESSION00480,Undergraduate,Engineering,2025-02-22,10.77,2,Studying,3,Idea Drafted,1,3.7
SESSION00487,Undergraduate,Biology,2025-04-18,6.9,1,Studying,3,Confused,0,4.3
SESSION00488,Undergraduate,Business,2025-03-18,50.52,12,Coding,3,Assignment Completed,1,3.4
SESSION00490,Undergraduate,Engineering,2025-01-25,17.68,4,Homework Help,5,Idea Drafted,1,5.0
SESSION00491,Undergraduate,Computer Science,2024-12-04,16.15,6,Homework Help,3,Assignment Completed,1,2.2
SESSION00492,Undergraduate,Engineering,2025-01-30,14.78,3,Writing,4,Gave Up,1,3.1
SESSION00494,Undergraduate,History,2024-06-24,6.15,1,Studying,2,Idea Drafted,1,2.2
SESSION00495,Undergraduate,Business,2024-12-27,12.57,2,Brainstorming,3,Confused,0,4.3
SESSION00497,Undergraduate,Computer Science,2024-09-04,19.51,5,Coding,3,Assignment Completed,1,4.4
SESSION00498,Undergraduate,Math,2024-08-05,22.96,6,Homework Help,4,Assignment Completed,1,5.0
SESSION00499,Undergraduate,Math,2025-04-04,16.77,5,Writing,2,Assignment Completed,1,1.1
